x,y
-1.084527312097258,-4.7983342902231865
-1.0860843420367492,-4.799680536682752
-1.087247659109428,-4.80200276679211
-1.0886056301076152,-4.80401023358103
-1.0908248734483657,-4.805788792697512
-1.0923399833748395,-4.807923483148038
-1.09337876996752,-4.810453119620397
-1.0968471416560492,-4.812117471475155
-1.0989040796006795,-4.8129954014008876
-1.1000883087887938,-4.814423411312674
-1.1034931792681073,-4.816053208383293
-1.1052862300469413,-4.817574555665684
-1.1068917987968616,-4.819207517181896
-1.109574675402609,-4.821598621719767
-1.1122536280221842,-4.822088248196381
-1.1149773950949835,-4.8226927601616145
-1.1172841050057956,-4.823895619206558
-1.1201300509054015,-4.8248110808018865
-1.1237995474170108,-4.824468319163733
-1.1258220024024357,-4.82448931933353
-1.1287882842944792,-4.824508462305374
-1.1335488317947142,-4.823217305721236
-1.1365391196891501,-4.8208978636214725
-1.139030548818784,-4.819535234015977
-1.1419985352242366,-4.818494201290626
-1.144551482288801,-4.815666971335815
-1.147280396636004,-4.813236823418427
-1.1494378580429174,-4.812075454196816
-1.1518108317219622,-4.80908417662062
-1.1549200280594594,-4.805453219754888
-1.1563819230776373,-4.803137924357615
-1.1589010517062444,-4.800427489585484
-1.1619133924061578,-4.796999997464524
-1.1641925204027372,-4.794109293243835
-1.1666575186645332,-4.792216024194657
-1.1693885955103995,-4.7895957325316605
-1.1715945426418284,-4.787326276834405
-1.1742320271228057,-4.786031064440803
-1.177074185586026,-4.7847700653701155
-1.179095639775083,-4.782126585813556
-1.1812834844969842,-4.780388495468033
-1.1827767499362278,-4.77838421129783
-1.184769858645342,-4.7743609535902864
-1.1878675661990403,-4.771171206870611
-1.1886707709101196,-4.769464500321008
-1.1907371084045206,-4.766596861685915
-1.1935781277328898,-4.762590381899452
-1.194919920579235,-4.759668101873784
-1.1965141826817975,-4.757787944356066
-1.1985032791323542,-4.754478397978249
-1.2003663808426803,-4.751021816190555
-1.2025619085114387,-4.74923012207006
-1.2037489568636235,-4.747374593528801
-1.205245822776978,-4.744552421691362
-1.2075296739173562,-4.742550824767516
-1.2084640451596498,-4.7406239328949455
-1.2096071036910594,-4.737942079514601
-1.210620250937308,-4.7358499315844895
-1.2105657323486045,-4.73453933678499
-1.2110654136072767,-4.732318548363592
-1.2113221633286224,-4.73022553845368
-1.2117202775938305,-4.728758177820004
-1.2124098621505088,-4.727363884259273
-1.2124891617027858,-4.725045657767382
-1.2131830008849407,-4.723598102412386
-1.2136416762007394,-4.723350445063847
-1.2129277523237734,-4.722149126559175
-1.213522720451836,-4.720128415249758
-1.2137146793668883,-4.7204450107637514
-1.2120448904219359,-4.720982467173712
-1.2123510398218609,-4.719946648447938
-1.2117979001105097,-4.720144536037783
-1.2100737742317556,-4.721462476196228
-1.2091080243935097,-4.722274903864062
-1.2085151183117402,-4.722548590554637
-1.2079076170289946,-4.723603614278484
-1.206640130461405,-4.725295001957557
-1.205234060807652,-4.725986247537758
-1.205160008895578,-4.727112524604622
-1.2044557511801333,-4.729102684059998
-1.2029616746586733,-4.730088179910884
-1.2031661377429625,-4.731819438291555
-1.20256739233524,-4.733920823313725
-1.2004848758339286,-4.736018060751294
-1.1999574627238159,-4.737690274852692
-1.1992026181712212,-4.740177105201633
-1.197213351202364,-4.74299078092963
-1.1955187888659906,-4.745381965288746
-1.1938830750790506,-4.748147985942
-1.1923313911209654,-4.7523289124510155
