x,y
5.994755484645659,-1.0080287101341463
5.982952775538423,-1.0089770488881697
5.971888601754175,-1.0107871908535928
5.961807173027587,-1.0155200158148037
5.9541781485208,-1.0208754024012427
5.947387668306062,-1.0263091737969634
5.941069095994199,-1.0341316556704352
5.936225368078168,-1.04301741887947
5.932723328755466,-1.052539190943233
5.92960738813681,-1.0623932356633745
5.9289818214889385,-1.0741204198930743
5.929692891103188,-1.086495769464078
5.932253513438899,-1.0977002437223697
5.937451282264954,-1.1104150256348597
5.943462416440574,-1.1238732518280625
5.951939075377067,-1.1383257250392977
5.960978322580031,-1.153688016828121
5.971271469175794,-1.1724857843323864
5.983727009607378,-1.1929270108097523
5.996777944723674,-1.2138679219312853
6.011607212084976,-1.2378297840158032
6.02872848940148,-1.2614805288501278
6.046148017381328,-1.2851400997827442
6.064958424845836,-1.3095518867222224
6.084989225320778,-1.334505693199077
6.106077106935927,-1.3603768723033893
6.128227514137624,-1.3851054877384117
6.150990976727742,-1.4104601545911881
6.174884232233139,-1.4369019723162237
6.200663601389426,-1.4628907122972186
6.224655082879049,-1.4878740951962843
6.249578467354009,-1.5128848762971563
6.276344161651683,-1.5375339270427009
6.3011129989919406,-1.5608709998335897
6.326737480638387,-1.5846562460479343
6.352623078376565,-1.607758766173121
6.377945136070299,-1.630839646742063
6.4039697882366955,-1.6534522626937416
6.430408695345415,-1.676060075620835
6.457141932653043,-1.6980591582690958
6.483789661921814,-1.7193631461695413
6.510678031712851,-1.7405443341810716
6.537736879002059,-1.7596791280086714
6.5649208911307175,-1.7780584118849994
6.591919788113037,-1.7955534056092846
6.621109116251944,-1.8130695237232346
6.650107522503445,-1.8285838526470068
6.678153478592806,-1.8430397685961541
6.70775552464168,-1.8566662106961354
6.739248196205146,-1.8700572757433207
6.76852572916789,-1.8804800816525793
6.797571313075002,-1.8892418770788122
6.826329697052103,-1.8966873853000727
6.85648588260963,-1.9031561650367326
6.8857826405857,-1.9069919068411425
6.914205974926811,-1.9092844967411202
6.9449714989026265,-1.910575939731496
6.975295231997715,-1.9099243872144398
7.004768427452307,-1.9085633240106037
7.036186878149136,-1.9049028194574604
7.068224201255322,-1.8997488210281541
7.099300873108772,-1.893705174215885
7.131685172462953,-1.88561297149357
7.16297676854029,-1.8759032374825897
7.1936802976633505,-1.864803498583481
7.224159234566031,-1.8504658714551983
7.25331118994267,-1.834077900387621
7.2821326316993344,-1.8155483453539218
7.3075227635816855,-1.793654484616458
7.33118246853636,-1.7695588620864888
7.354211643936071,-1.743122279691864
7.373018068384153,-1.7154143351123412
7.38842068882799,-1.684240712580826
7.4033432636619425,-1.6526968324659272
7.414937948942488,-1.6208826262010856
7.425319769875526,-1.58797927427614
7.433528804859409,-1.5542037258800265
7.441086867465563,-1.521001170641942
7.448405195608406,-1.4869950187308925
7.454327535094346,-1.450997769791168
7.461154528657351,-1.4152929893511013
7.469558721815204,-1.3806835249538445
7.476761958922868,-1.345297878621489
7.484762767487731,-1.3105814170605536
7.493585045430395,-1.2760065974608628
7.502732672053415,-1.2423429562636523
7.512706778726108,-1.2083987948363866
7.523258762968828,-1.1749583425249557
7.533341204573007,-1.1420287992021922
7.5436959600763025,-1.1092283721681135
7.554255060868579,-1.075811462773173
7.563861496713087,-1.043817387264564
7.573704160047652,-1.012232336950257
7.58144298713061,-0.9792950509332583
7.58935828255691,-0.9480755254097292
7.595915959098153,-0.9166450579039925
7.5990281287440995,-0.8851833453625488
7.6022754001830135,-0.854064480193095
7.604378127233263,-0.824782234220536
7.603480417572468,-0.7950629235339894
7.600970553345602,-0.7650093282454533
7.597206943517826,-0.7365250650931732
7.592457812290611,-0.7093154560972369
7.5843836152935795,-0.6813281272764343
7.573995860226341,-0.654400772367139
7.562952706483188,-0.6289386046116442
7.550383394785478,-0.6047127337192181
7.534828555130761,-0.5785973046219547
7.5181585905773805,-0.5531627867654945
7.499292509958121,-0.5301251291614264
