x,y
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.9172076676335625,-5.530472550915482
2.148221211715927,-3.075987194061788
1.469543088889143,-2.1813656782435853
1.1443664127478343,-1.6913727359389885
0.9284397383552557,-1.4034496277354724
0.783502636510865,-1.202562789224205
0.6837167618120018,-1.0535864989661068
0.5964552472729233,-0.9554543785487837
0.5259629032934263,-0.8671749446504049
0.4702903601719724,-0.7950620219125486
0.4311961970500241,-0.738538167287807
0.3941311662063133,-0.6851639050456193
0.36667492453100703,-0.6421635419000794
0.3431140699265963,-0.6007080371858599
0.3218968029754168,-0.5710147151581358
0.30266566300913766,-0.541713193524142
0.2838448535277128,-0.5190564008811941
0.2688202207507315,-0.4993899990110823
0.2564865658479583,-0.4772794443270111
0.24375674366220865,-0.45999980001945295
0.23226094510708556,-0.4433943062144185
0.2212918027146758,-0.427754372558166
0.2117391875487673,-0.4120787508249705
0.20297716942086172,-0.40037451677701674
0.19362408554152286,-0.3865976790619514
0.1837739725211559,-0.37597839696694335
0.17542840791060674,-0.3645282096932797
0.1688085648154184,-0.3527144523449361
0.162653525741158,-0.3446878003491202
0.15512347776196983,-0.33541292254507704
0.15014556678688973,-0.3281055963649778
0.1434721247692248,-0.3192526021613003
0.13881896005598804,-0.3125440164689313
0.13225104949224079,-0.30595825001261234
0.12818469220312648,-0.2994039546210856
0.12404686491504688,-0.29351363656874935
0.12128803364026242,-0.28735327652616854
0.11529775750321875,-0.28210745014791916
0.11044157712404103,-0.2774134832323571
0.10582370957805934,-0.2718728180154691
0.10273266386158153,-0.2673708937969227
0.09952706417867915,-0.2617901177641517
0.09523307659748853,-0.25774648426012664
0.0933242702041951,-0.25265196213422997
0.09030762925591364,-0.24850109079890523
0.08765402073294173,-0.2442937916421276
0.08442800673102635,-0.24049549903492415
0.0813387924643883,-0.23641604338454963
0.07946593410776534,-0.23226749794835502
0.054006557372197055,-0.23506895379165388
