x,y
-0.6649548049674747,-0.14438468731884063
-0.6712785455939195,-0.14093401246092332
-0.655529124181337,-0.13752563311123736
-0.6531754969224467,-0.1322134998976796
-0.6485097868289518,-0.12230049568695972
-0.6461252881996462,-0.12974452313217757
-0.636878796031305,-0.12353299517883316
-0.6352619967651199,-0.1302992940031553
-0.6342255331840606,-0.11436759178282137
-0.6382283640268797,-0.11966119929337507
-0.6446479527470548,-0.1022642423222622
-0.6334784088801705,-0.11019473341189412
-0.6293054820335247,-0.11802831138973989
-0.6387124543641374,-0.10208800898490276
-0.6410029115208119,-0.11683993959427669
-0.6413085300057899,-0.10146669294565931
-0.6433090679750135,-0.0997129055361256
-0.6366161960580338,-0.10369240571131512
-0.6254312105110945,-0.10065034198888627
-0.6301659360018547,-0.10548112063459976
-0.6257010866980485,-0.10674413970785446
-0.6301622578634292,-0.11164984917353839
-0.6345325454048615,-0.1023255041056314
-0.61115624398105,-0.1050835377298703
-0.6149413039389161,-0.11496358596871728
-0.6120777452727736,-0.11965842761896305
-0.6170063788374199,-0.11630939609817993
-0.6099232765390742,-0.12327648437614161
-0.6072837736765766,-0.12901706404158514
-0.6045597884310038,-0.12692942903509113
-0.602684728969671,-0.13228033451047125
-0.5882424762940298,-0.1324112194076892
-0.5919515366645421,-0.1475038379489756
-0.5822361444344629,-0.1504643635592378
-0.5856517878025512,-0.15151689745718572
-0.5746429569785165,-0.14826351271249055
-0.5715437404488618,-0.1616020424310072
-0.5673929762196147,-0.16096749738398639
-0.5634582054722579,-0.17022563574309976
-0.5702765386996209,-0.16418109550479362
-0.5661759430852101,-0.1653307753221732
-0.571535687584905,-0.16652873774708465
-0.5772707526143507,-0.156598864089899
-0.5813401907595871,-0.1621832966052686
-0.5735406528602761,-0.15716091942060337
-0.5826058057813728,-0.1456900346112875
-0.5941800460676091,-0.14683599061360691
-0.5813952692805097,-0.15390896226937767
-0.5858322297061349,-0.13924701131920741
-0.5821979235902445,-0.14609044348568087
-0.5626850968202963,-0.14370458020636273
-0.5791963904823427,-0.13969496960678862
-0.5807937054522804,-0.1471258319895211
-0.579923637881168,-0.13716692245592546
-0.5863351955704151,-0.13030848231412
-0.5948595305132505,-0.1301515087756867
-0.5830903242138507,-0.129248342516967
-0.5891008576939761,-0.12248351865817034
-0.5854520017183822,-0.12406476890384126
-0.5855017304490284,-0.11710676958657269
-0.5864911677325679,-0.12218739995642018
