x,y
-1.5331563158817365,-4.432050061115379
-1.5227776495610723,-4.436781536467081
-1.5123758717137594,-4.441591184795594
-1.5022746528099153,-4.44669548770633
-1.4919735475551466,-4.4513125635015305
-1.4816551688911095,-4.456015782923545
-1.471592380298907,-4.46098607793701
-1.461239787695105,-4.465417083692991
-1.4495539505486288,-4.471543449208293
-1.4375847708613982,-4.477443562953003
-1.4258972377965096,-4.483129487914308
-1.4137998503336549,-4.488486330102166
-1.401899395824156,-4.494052339731439
-1.390441560315678,-4.498182219325314
-1.379278651553412,-4.502642028070723
-1.3680699723889511,-4.507200358197355
-1.3567190014398585,-4.510895187875028
-1.3453772929792613,-4.514907272709862
-1.3336515513529736,-4.518590311538357
-1.3220433484135037,-4.522183376403616
-1.3104857475268124,-4.525824242110548
-1.2989137346792814,-4.528767207311656
-1.2870202921073204,-4.531982384958748
-1.2751612183443497,-4.535237672034357
-1.2634179994106443,-4.5378832902321955
-1.251210754702485,-4.54078508939424
-1.2390202463594242,-4.543707756702945
-1.2271340707363798,-4.546049815576461
-1.2147532262548972,-4.548655255032577
-1.2023058157418074,-4.551187575838822
-1.1888705995896163,-4.555126864976385
-1.1752288874257615,-4.558895397635061
-1.1613368838627405,-4.563132283717731
-1.1476903448745686,-4.566754081855276
-1.1337195356740373,-4.57010610654039
-1.119663824617194,-4.573914588479093
-1.1064534994944506,-4.576283772954163
-1.093800598837048,-4.578103986683581
-1.0808323960273076,-4.579908439783139
-1.067988367790777,-4.581859611085074
-1.0557720185903934,-4.583310061236542
-1.043307417569174,-4.584728183691675
-1.0310014974953963,-4.586333550770213
-1.0192144544830084,-4.587511730258836
-1.007141866257809,-4.588701079751587
-0.9950767552643011,-4.589905203721855
-0.9835135600264638,-4.590849619376216
-0.9717968957642271,-4.5920255780535175
-0.9599746145712719,-4.593058209470464
-0.9483307107743433,-4.594422923999959
-0.9367010781490933,-4.595755297566092
-0.9252244140430194,-4.597157683022676
-0.9132618103523721,-4.5989341743029755
-0.8979513964183592,-4.604486755524072
-0.8833637580053838,-4.610652386714989
-0.8687354486292975,-4.616668302709611
-0.8534925073833919,-4.622771721886986
-0.8389908047436709,-4.629469339341321
-0.8257662298148974,-4.634337405300822
-0.8126076325989566,-4.6397607483210015
-0.7996770066940994,-4.645365000250009
-0.7872347444388381,-4.651362576091744
-0.7744359781052762,-4.657470273718007
-0.7623388259100241,-4.664159645933778
-0.7500909906549318,-4.670673262307896
-0.7376027894280457,-4.677373684136373
-0.7258961434347738,-4.684718669442089
-0.7142514193240551,-4.6918241446517905
-0.7028526702915843,-4.699527043777418
-0.691793542257863,-4.707054201143842
-0.6808174707858796,-4.714674689783235
-0.6701204703528343,-4.722802033703597
-0.6597253995897775,-4.730646281266091
-0.6494204962056945,-4.738592111288275
